NTASData [id=16594588093, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=3.2718120805369124, timeString=03.27, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588094, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=9.853590604026845, timeString=09.85, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588095, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=3.2718120805369124, timeString=03.27, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588096, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=9.853590604026845, timeString=09.85, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588097, subwayLine=SHEP, stationId=BYV1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=1.7778523489932885, timeString=01.78, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588098, subwayLine=SHEP, stationId=BSS1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=3.5650671140939596, timeString=03.57, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588099, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=5.152953020134228, timeString=05.15, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588100, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.2496644295302013, timeString=03.25, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588101, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588102, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=3.2496644295302013, timeString=03.25, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588103, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=8.657617449664428, timeString=08.66, trainDestination=DML1, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588104, subwayLine=SHEP, stationId=LES2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=2.325503355704698, timeString=02.33, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588105, subwayLine=SHEP, stationId=BSS2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.921442953020134, timeString=03.92, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
NTASData [id=16594588106, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=5.712684563758389, timeString=05.71, trainDestination=YIE2, createDate=Sun Sep 17 12:08:22 EDT 2017, systemMessageType=Normal]
