NTASData [id=16593078139, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078140, subwayLine=YUS, stationId=MUS1, trainId=5, trainMessage=AtStation, trainDirection=North, timeInt=1.2019966666666666, timeString=01.20, trainDestination=MUS1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078141, subwayLine=YUS, stationId=MUS1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.0766033333333334, timeString=02.08, trainDestination=MUS1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078142, subwayLine=YUS, stationId=QPK1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.8111066666666666, timeString=00.81, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078143, subwayLine=YUS, stationId=STP1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.9618799999999998, timeString=01.96, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078144, subwayLine=YUS, stationId=OSG1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.713026666666667, timeString=02.71, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078145, subwayLine=YUS, stationId=STA1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=0.2582333333333333, timeString=00.26, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078146, subwayLine=YUS, stationId=STA1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.5468644444444446, timeString=03.55, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078147, subwayLine=YUS, stationId=UNI1, trainId=102, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078148, subwayLine=YUS, stationId=UNI1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=1.1651666666666667, timeString=01.17, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
NTASData [id=16593078149, subwayLine=YUS, stationId=UNI1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.453797777777778, timeString=04.45, trainDestination=FIN1, createDate=Sun Sep 17 10:16:23 EDT 2017, systemMessageType=Normal]
