NTASData [id=16593430782, subwayLine=SHEP, stationId=YIE2, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.7778523489932885, timeString=01.78, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430783, subwayLine=SHEP, stationId=YIE2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430784, subwayLine=SHEP, stationId=YIE1, trainId=464, trainMessage=Arriving, trainDirection=West, timeInt=1.7778523489932885, timeString=01.78, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430785, subwayLine=SHEP, stationId=YIE1, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=7.528087248322147, timeString=07.53, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430786, subwayLine=SHEP, stationId=BYV1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=0.8456375838926175, timeString=00.85, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430787, subwayLine=SHEP, stationId=BSS1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=2.6328523489932882, timeString=02.63, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430788, subwayLine=SHEP, stationId=LES1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=4.220738255033557, timeString=04.22, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430789, subwayLine=SHEP, stationId=DML1, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=2.097986577181208, timeString=02.10, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430790, subwayLine=SHEP, stationId=DML1, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=7.725402684563758, timeString=07.73, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430791, subwayLine=SHEP, stationId=DML2, trainId=462, trainMessage=Arriving, trainDirection=East, timeInt=2.097986577181208, timeString=02.10, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430792, subwayLine=SHEP, stationId=DML2, trainId=463, trainMessage=Arriving, trainDirection=East, timeInt=7.725402684563758, timeString=07.73, trainDestination=DML1, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430793, subwayLine=SHEP, stationId=LES2, trainId=461, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430794, subwayLine=SHEP, stationId=BSS2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=1.5959395973154362, timeString=01.60, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
NTASData [id=16593430795, subwayLine=SHEP, stationId=BYV2, trainId=461, trainMessage=Arriving, trainDirection=West, timeInt=3.3871812080536916, timeString=03.39, trainDestination=YIE2, createDate=Sun Sep 17 10:41:36 EDT 2017, systemMessageType=Normal]
