NTASData [id=16594305205, subwayLine=YUS, stationId=YKM2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=1.4986000000000002, timeString=01.50, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305243, subwayLine=YUS, stationId=UNI2, trainId=111, trainMessage=Arriving, trainDirection=South, timeInt=4.185840000000001, timeString=04.19, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305244, subwayLine=YUS, stationId=UNI2, trainId=112, trainMessage=Arriving, trainDirection=South, timeInt=6.468195555555555, timeString=06.47, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305245, subwayLine=YUS, stationId=STA2, trainId=109, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305246, subwayLine=YUS, stationId=STA2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=0.42291, timeString=00.42, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305247, subwayLine=YUS, stationId=STA2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=0.9266888888888889, timeString=00.93, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305248, subwayLine=YUS, stationId=OSG2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=0.6952666666666667, timeString=00.70, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305249, subwayLine=YUS, stationId=OSG2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=1.1181766666666668, timeString=01.12, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305250, subwayLine=YUS, stationId=OSG2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=1.6219555555555556, timeString=01.62, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305251, subwayLine=YUS, stationId=STP2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=1.4492355555555556, timeString=01.45, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305252, subwayLine=YUS, stationId=STP2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=1.8721455555555555, timeString=01.87, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305253, subwayLine=YUS, stationId=STP2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=2.3759244444444447, timeString=02.38, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305254, subwayLine=YUS, stationId=QPK2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=2.591542222222222, timeString=02.59, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305255, subwayLine=YUS, stationId=QPK2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=3.0144522222222223, timeString=03.01, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305256, subwayLine=YUS, stationId=QPK2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=3.5182311111111115, timeString=03.52, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305257, subwayLine=YUS, stationId=MUS2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=3.8540755555555553, timeString=03.85, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305258, subwayLine=YUS, stationId=MUS2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=4.276985555555555, timeString=04.28, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305259, subwayLine=YUS, stationId=MUS2, trainId=110, trainMessage=Arriving, trainDirection=South, timeInt=4.780764444444444, timeString=04.78, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305260, subwayLine=YUS, stationId=SGU2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=0.28363333333333335, timeString=00.28, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305261, subwayLine=YUS, stationId=SGU2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.013597777777777, timeString=05.01, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305262, subwayLine=YUS, stationId=SGU2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=5.436507777777777, timeString=05.44, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305263, subwayLine=YUS, stationId=SPA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=1.45134, timeString=01.45, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305264, subwayLine=YUS, stationId=SPA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=6.181304444444445, timeString=06.18, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305265, subwayLine=YUS, stationId=SPA2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=6.604214444444445, timeString=06.60, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305266, subwayLine=YUS, stationId=DUP2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=0.742808888888889, timeString=00.74, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305267, subwayLine=YUS, stationId=DUP2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=2.449148888888889, timeString=02.45, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305268, subwayLine=YUS, stationId=DUP2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=7.1791133333333335, timeString=07.18, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305269, subwayLine=YUS, stationId=SCW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=3.3673466666666667, timeString=03.37, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305270, subwayLine=YUS, stationId=SCW2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=5.073686666666666, timeString=05.07, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305271, subwayLine=YUS, stationId=SCW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=9.803651111111112, timeString=09.80, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305272, subwayLine=YUS, stationId=EGW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.3380185185185183, timeString=02.34, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305273, subwayLine=YUS, stationId=EGW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=8.180517777777778, timeString=08.18, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305274, subwayLine=YUS, stationId=EGW2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=9.886857777777779, timeString=09.89, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305275, subwayLine=YUS, stationId=GCN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.157658518518518, timeString=04.16, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305276, subwayLine=YUS, stationId=GCN2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=10.000157777777778, timeString=10.00, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305277, subwayLine=YUS, stationId=GCN2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=11.706497777777779, timeString=11.71, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305278, subwayLine=YUS, stationId=LWW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=5.521791851851852, timeString=05.52, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305279, subwayLine=YUS, stationId=LWW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=11.364291111111111, timeString=11.36, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305280, subwayLine=YUS, stationId=LWW2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=13.07063111111111, timeString=13.07, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305281, subwayLine=YUS, stationId=YKD2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.4702037037037037, timeString=01.47, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305282, subwayLine=YUS, stationId=YKD2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=7.548018518518518, timeString=07.55, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305283, subwayLine=YUS, stationId=YKD2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=13.390517777777779, timeString=13.39, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305284, subwayLine=YUS, stationId=WIL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=3.489657037037037, timeString=03.49, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305285, subwayLine=YUS, stationId=WIL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=9.56747185185185, timeString=09.57, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305286, subwayLine=YUS, stationId=WIL2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=15.40997111111111, timeString=15.41, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305287, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305288, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.0164814814814815, timeString=03.02, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305289, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.340934814814815, timeString=07.34, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305290, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305291, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Arriving, trainDirection=South, timeInt=3.0164814814814815, timeString=03.02, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305292, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=7.340934814814815, timeString=07.34, trainDestination=SHW2, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305293, subwayLine=YUS, stationId=WIL1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=0.5053132444444444, timeString=00.51, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305294, subwayLine=YUS, stationId=WIL1, trainId=125, trainMessage=Delayed, trainDirection=North, timeInt=1.3834799111111111, timeString=01.38, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305295, subwayLine=YUS, stationId=WIL1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=2.7868502814814815, timeString=02.79, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305296, subwayLine=YUS, stationId=YKD1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305297, subwayLine=YUS, stationId=YKD1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=1.50114, timeString=01.50, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305298, subwayLine=YUS, stationId=YKD1, trainId=124, trainMessage=Delayed, trainDirection=North, timeInt=2.5208154666666664, timeString=02.52, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305299, subwayLine=YUS, stationId=LWW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=0.4872222222222223, timeString=00.49, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305300, subwayLine=YUS, stationId=LWW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305301, subwayLine=YUS, stationId=LWW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=3.5194644444444445, timeString=03.52, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305302, subwayLine=YUS, stationId=GCN1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=1.845711111111111, timeString=01.85, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305303, subwayLine=YUS, stationId=GCN1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305304, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=4.877953333333333, timeString=04.88, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305305, subwayLine=YUS, stationId=EGW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=3.6659155555555554, timeString=03.67, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305306, subwayLine=YUS, stationId=EGW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305307, subwayLine=YUS, stationId=EGW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=6.698157777777777, timeString=06.70, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305308, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=8.36535111111111, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305309, subwayLine=YUS, stationId=SCW1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=10.906808888888888, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305310, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=11.397593333333331, timeString=11.40, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305311, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=10.989888888888888, timeString=10.99, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305312, subwayLine=YUS, stationId=DUP1, trainId=122, trainMessage=Delayed, trainDirection=North, timeInt=13.531346666666666, timeString=13.53, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305313, subwayLine=YUS, stationId=DUP1, trainId=123, trainMessage=Delayed, trainDirection=North, timeInt=14.022131111111111, timeString=14.02, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
NTASData [id=16594305314, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=11.99052, timeString=11.99, trainDestination=FIN1, createDate=Sun Sep 17 11:46:39 EDT 2017, systemMessageType=Normal]
