NTASData [id=16593806508, subwayLine=BD, stationId=ISL2, trainId=209, trainMessage=Arriving, trainDirection=West, timeInt=0.38755839009287935, timeString=00.39, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806519, subwayLine=BD, stationId=RUN1, trainId=205, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806520, subwayLine=BD, stationId=RUN1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=4.164372705882353, timeString=04.16, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806521, subwayLine=BD, stationId=HPK1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=1.224886811145511, timeString=01.22, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806522, subwayLine=BD, stationId=HPK1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=5.389259517027864, timeString=05.39, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806523, subwayLine=BD, stationId=KEL1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=2.467042476780186, timeString=02.47, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806524, subwayLine=BD, stationId=KEL1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=6.63141518266254, timeString=06.63, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806525, subwayLine=BD, stationId=DNW1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=3.417184643962849, timeString=03.42, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806526, subwayLine=BD, stationId=DNW1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=7.581557349845202, timeString=07.58, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806527, subwayLine=BD, stationId=LAN1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=0.39067244582043353, timeString=00.39, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806528, subwayLine=BD, stationId=LAN1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=4.838540061919506, timeString=04.84, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806529, subwayLine=BD, stationId=LAN1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=9.002912767801858, timeString=09.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806530, subwayLine=BD, stationId=DUF1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=1.2701821671826625, timeString=01.27, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806531, subwayLine=BD, stationId=DUF1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=5.718049783281735, timeString=05.72, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806532, subwayLine=BD, stationId=DUF1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=9.882422489164087, timeString=09.88, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806533, subwayLine=BD, stationId=OSS1, trainId=203, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806534, subwayLine=BD, stationId=OSS1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=2.5199814241486074, timeString=02.52, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806535, subwayLine=BD, stationId=OSS1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=6.967849040247678, timeString=06.97, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806536, subwayLine=BD, stationId=CHR1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=1.2334759430340558, timeString=01.23, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806537, subwayLine=BD, stationId=CHR1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=3.753457367182663, timeString=03.75, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806538, subwayLine=BD, stationId=CHR1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=8.201324983281735, timeString=08.20, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806539, subwayLine=BD, stationId=BAT1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=2.216881887306502, timeString=02.22, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806540, subwayLine=BD, stationId=BAT1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=4.736863311455108, timeString=04.74, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806541, subwayLine=BD, stationId=BAT1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=9.18473092755418, timeString=09.18, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806542, subwayLine=BD, stationId=BSP1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=3.1510291318885453, timeString=03.15, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806543, subwayLine=BD, stationId=BSP1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=5.671010556037151, timeString=05.67, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806544, subwayLine=BD, stationId=BSP1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=10.118878172136224, timeString=10.12, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806545, subwayLine=BD, stationId=SGL1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=4.061679410526317, timeString=04.06, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806546, subwayLine=BD, stationId=SGL1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=6.581660834674922, timeString=06.58, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806547, subwayLine=BD, stationId=SGL1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=11.029528450773993, timeString=11.03, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806548, subwayLine=BD, stationId=BAU1, trainId=202, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806549, subwayLine=BD, stationId=BAU1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=5.153369565325077, timeString=05.15, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806550, subwayLine=BD, stationId=BAU1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=7.673350989473684, timeString=07.67, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806551, subwayLine=BD, stationId=YNG1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=0.8002428482972137, timeString=00.80, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806552, subwayLine=BD, stationId=YNG1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=5.953612413622292, timeString=05.95, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806553, subwayLine=BD, stationId=YNG1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=8.473593837770897, timeString=08.47, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806554, subwayLine=BD, stationId=SHE1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=2.1196837151702788, timeString=02.12, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806555, subwayLine=BD, stationId=SHE1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=7.273053280495356, timeString=07.27, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806556, subwayLine=BD, stationId=SHE1, trainId=204, trainMessage=Arriving, trainDirection=East, timeInt=9.793034704643963, timeString=09.79, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806557, subwayLine=BD, stationId=CFK1, trainId=201, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806558, subwayLine=BD, stationId=CFK1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=3.1577271826625393, timeString=03.16, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806559, subwayLine=BD, stationId=CFK1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=8.311096747987616, timeString=08.31, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806560, subwayLine=BD, stationId=BRD1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=1.5745103405572758, timeString=01.57, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806561, subwayLine=BD, stationId=BRD1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=4.7322375232198155, timeString=04.73, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806562, subwayLine=BD, stationId=BRD1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=9.88560708854489, timeString=09.89, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806563, subwayLine=BD, stationId=CHE1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=2.612978452012384, timeString=02.61, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806564, subwayLine=BD, stationId=CHE1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=5.770705634674924, timeString=05.77, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806565, subwayLine=BD, stationId=CHE1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=10.924075199999999, timeString=10.92, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806566, subwayLine=BD, stationId=PAP1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=3.5820880495356042, timeString=03.58, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806567, subwayLine=BD, stationId=PAP1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=6.7398152321981435, timeString=06.74, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806568, subwayLine=BD, stationId=PAP1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=11.89318479752322, timeString=11.89, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806569, subwayLine=BD, stationId=DON1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=4.520764829721363, timeString=04.52, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806570, subwayLine=BD, stationId=DON1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=7.678492012383902, timeString=07.68, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806571, subwayLine=BD, stationId=DON1, trainId=203, trainMessage=Arriving, trainDirection=East, timeInt=12.831861577708978, timeString=12.83, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806572, subwayLine=BD, stationId=GWD1, trainId=222, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806573, subwayLine=BD, stationId=GWD1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=5.650531393188855, timeString=05.65, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806574, subwayLine=BD, stationId=GWD1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=8.808258575851394, timeString=08.81, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806575, subwayLine=BD, stationId=COX1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=0.9542470588235296, timeString=00.95, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806576, subwayLine=BD, stationId=COX1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=6.6047784520123844, timeString=06.60, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806577, subwayLine=BD, stationId=COX1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=9.762505634674923, timeString=09.76, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806578, subwayLine=BD, stationId=WDB1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=2.3896157275541796, timeString=02.39, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806579, subwayLine=BD, stationId=WDB1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=8.040147120743034, timeString=08.04, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806580, subwayLine=BD, stationId=WDB1, trainId=202, trainMessage=Arriving, trainDirection=East, timeInt=11.197874303405573, timeString=11.20, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806581, subwayLine=BD, stationId=MST1, trainId=221, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806582, subwayLine=BD, stationId=MST1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=4.114450030959753, timeString=04.11, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806583, subwayLine=BD, stationId=MST1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=9.764981424148607, timeString=09.76, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806584, subwayLine=BD, stationId=VPK1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=2.1755230959752323, timeString=02.18, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806585, subwayLine=BD, stationId=VPK1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=6.289973126934985, timeString=06.29, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806586, subwayLine=BD, stationId=VPK1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=11.94050452012384, timeString=11.94, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806587, subwayLine=BD, stationId=WAR1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=6.117848173374614, timeString=06.12, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806588, subwayLine=BD, stationId=WAR1, trainId=222, trainMessage=Arriving, trainDirection=East, timeInt=10.232298204334366, timeString=10.23, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806589, subwayLine=BD, stationId=WAR1, trainId=201, trainMessage=Arriving, trainDirection=East, timeInt=15.88282959752322, timeString=15.88, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806590, subwayLine=BD, stationId=KEN1, trainId=218, trainMessage=Delayed, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806591, subwayLine=BD, stationId=KEN1, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=4.607856936222911, timeString=04.61, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806592, subwayLine=BD, stationId=KEN1, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=11.199255202476783, timeString=11.20, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806593, subwayLine=BD, stationId=KEN2, trainId=219, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806594, subwayLine=BD, stationId=KEN2, trainId=220, trainMessage=Arriving, trainDirection=East, timeInt=4.607856936222911, timeString=04.61, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806595, subwayLine=BD, stationId=KEN2, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=11.199255202476783, timeString=11.20, trainDestination=KEN1, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806596, subwayLine=BD, stationId=WAR2, trainId=217, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806597, subwayLine=BD, stationId=VPK2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=3.948100235294118, timeString=03.95, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806598, subwayLine=BD, stationId=MST2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=0.27686786377708983, timeString=00.28, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806599, subwayLine=BD, stationId=MST2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=6.187603021671828, timeString=06.19, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806600, subwayLine=BD, stationId=WDB2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=2.010761238390093, timeString=02.01, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806601, subwayLine=BD, stationId=WDB2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=7.921496396284831, timeString=07.92, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806602, subwayLine=BD, stationId=COX2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=3.318028978328174, timeString=03.32, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806603, subwayLine=BD, stationId=COX2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=9.228764136222912, timeString=09.23, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806604, subwayLine=BD, stationId=GWD2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=4.260952198142415, timeString=04.26, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806605, subwayLine=BD, stationId=GWD2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=10.171687356037154, timeString=10.17, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806606, subwayLine=BD, stationId=DON2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=5.452433684210527, timeString=05.45, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806607, subwayLine=BD, stationId=DON2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=11.363168842105264, timeString=11.36, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806608, subwayLine=BD, stationId=PAP2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=0.6754669969040249, timeString=00.68, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806609, subwayLine=BD, stationId=PAP2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=6.3829006811145526, timeString=06.38, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806610, subwayLine=BD, stationId=PAP2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=12.29363583900929, timeString=12.29, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806611, subwayLine=BD, stationId=CHE2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=1.7030359133126938, timeString=01.70, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806612, subwayLine=BD, stationId=CHE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=7.410469597523221, timeString=07.41, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806613, subwayLine=BD, stationId=CHE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=13.321204755417957, timeString=13.32, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806614, subwayLine=BD, stationId=BRD2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=2.7810921659442727, timeString=02.78, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806615, subwayLine=BD, stationId=BRD2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=8.4885258501548, timeString=08.49, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806616, subwayLine=BD, stationId=BRD2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=14.399261008049537, timeString=14.40, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806617, subwayLine=BD, stationId=CFK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=1.1088869349845203, timeString=01.11, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593806618, subwayLine=BD, stationId=CFK2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=4.1449791009287935, timeString=04.14, trainDestination=KIP2, createDate=Sun Sep 17 11:10:02 EDT 2017, systemMessageType=Normal]
