NTASData [id=16593930256, subwayLine=BD, stationId=KEN2, trainId=221, trainMessage=Arriving, trainDirection=East, timeInt=0.5677829498452014, timeString=00.57, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930268, subwayLine=BD, stationId=GWD2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=6.223587120743035, timeString=06.22, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930269, subwayLine=BD, stationId=GWD2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=10.171687356037154, timeString=10.17, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930270, subwayLine=BD, stationId=DON2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=0.3361651467492261, timeString=00.34, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930271, subwayLine=BD, stationId=DON2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=7.415068606811147, timeString=07.42, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930272, subwayLine=BD, stationId=DON2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=11.363168842105264, timeString=11.36, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930273, subwayLine=BD, stationId=PAP2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=1.2666321436532506, timeString=01.27, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930274, subwayLine=BD, stationId=PAP2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=8.345535603715172, timeString=08.35, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930275, subwayLine=BD, stationId=PAP2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=12.29363583900929, timeString=12.29, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930276, subwayLine=BD, stationId=CHE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=2.29420106006192, timeString=02.29, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930277, subwayLine=BD, stationId=CHE2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=9.37310452012384, timeString=09.37, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930278, subwayLine=BD, stationId=CHE2, trainId=219, trainMessage=Arriving, trainDirection=West, timeInt=13.321204755417957, timeString=13.32, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930279, subwayLine=BD, stationId=BRD2, trainId=216, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930280, subwayLine=BD, stationId=BRD2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=3.3722573126934994, timeString=03.37, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930281, subwayLine=BD, stationId=BRD2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=10.451160772755419, timeString=10.45, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930282, subwayLine=BD, stationId=CFK2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=1.3638869349845204, timeString=01.36, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930283, subwayLine=BD, stationId=CFK2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=4.73614424767802, timeString=04.74, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930284, subwayLine=BD, stationId=CFK2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=11.81504770773994, timeString=11.82, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930285, subwayLine=BD, stationId=SHE2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=2.326626873065016, timeString=02.33, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930286, subwayLine=BD, stationId=SHE2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=5.698884185758514, timeString=05.70, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930287, subwayLine=BD, stationId=SHE2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=12.777787645820434, timeString=12.78, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930288, subwayLine=BD, stationId=YNG2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=3.6840026006191957, timeString=03.68, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930289, subwayLine=BD, stationId=YNG2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=7.056259913312694, timeString=07.06, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930290, subwayLine=BD, stationId=YNG2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=14.135163373374613, timeString=14.14, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930291, subwayLine=BD, stationId=BAU2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=4.474478637770899, timeString=04.47, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930292, subwayLine=BD, stationId=BAU2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=7.846735950464398, timeString=07.85, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930293, subwayLine=BD, stationId=BAU2, trainId=218, trainMessage=Arriving, trainDirection=West, timeInt=14.925639410526317, timeString=14.93, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930294, subwayLine=BD, stationId=SGL2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=0.567041238390093, timeString=00.57, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930295, subwayLine=BD, stationId=SGL2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=5.6025466253869975, timeString=05.60, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930296, subwayLine=BD, stationId=SGL2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=8.974803938080496, timeString=08.97, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930297, subwayLine=BD, stationId=BSP2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=1.3728044582043344, timeString=01.37, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930298, subwayLine=BD, stationId=BSP2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=6.40830984520124, timeString=06.41, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930299, subwayLine=BD, stationId=BSP2, trainId=217, trainMessage=Arriving, trainDirection=West, timeInt=9.780567157894737, timeString=09.78, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930300, subwayLine=BD, stationId=BAT2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=0.6760331888544893, timeString=00.68, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930301, subwayLine=BD, stationId=BAT2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=2.303837647058824, timeString=02.30, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930302, subwayLine=BD, stationId=BAT2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=7.339343034055728, timeString=07.34, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930303, subwayLine=BD, stationId=CHR2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=1.6444350464396287, timeString=01.64, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930304, subwayLine=BD, stationId=CHR2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=3.272239504643963, timeString=03.27, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930305, subwayLine=BD, stationId=CHR2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=8.307744891640867, timeString=08.31, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930306, subwayLine=BD, stationId=OSS2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=2.9630775826625397, timeString=02.96, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930307, subwayLine=BD, stationId=OSS2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=4.590882040866873, timeString=04.59, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930308, subwayLine=BD, stationId=OSS2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=9.626387427863778, timeString=09.63, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930309, subwayLine=BD, stationId=DUF2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=4.259304579566564, timeString=04.26, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930310, subwayLine=BD, stationId=DUF2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=5.887109037770898, timeString=05.89, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930311, subwayLine=BD, stationId=DUF2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=10.922614424767803, timeString=10.92, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930312, subwayLine=BD, stationId=LAN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=5.0850260656346755, timeString=05.09, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930313, subwayLine=BD, stationId=LAN2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=6.71283052383901, timeString=06.71, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930314, subwayLine=BD, stationId=LAN2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=11.748335910835916, timeString=11.75, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930315, subwayLine=BD, stationId=DNW2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=6.468446622910218, timeString=06.47, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930316, subwayLine=BD, stationId=DNW2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=8.096251081114552, timeString=08.10, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930317, subwayLine=BD, stationId=DNW2, trainId=216, trainMessage=Arriving, trainDirection=West, timeInt=13.131756468111456, timeString=13.13, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930318, subwayLine=BD, stationId=KEL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=0.8808531269349847, timeString=00.88, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930319, subwayLine=BD, stationId=KEL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=7.604299749845202, timeString=07.60, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930320, subwayLine=BD, stationId=KEL2, trainId=215, trainMessage=Arriving, trainDirection=West, timeInt=9.232104208049536, timeString=09.23, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930321, subwayLine=BD, stationId=HPK2, trainId=212, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930322, subwayLine=BD, stationId=HPK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=2.076581052631579, timeString=02.08, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930323, subwayLine=BD, stationId=HPK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=8.800027675541797, timeString=08.80, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930324, subwayLine=BD, stationId=RUN2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=1.2203572755417957, timeString=01.22, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930325, subwayLine=BD, stationId=RUN2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=3.2969383281733746, timeString=03.30, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930326, subwayLine=BD, stationId=RUN2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=10.020384951083592, timeString=10.02, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930327, subwayLine=BD, stationId=JNE2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=2.4352224891640866, timeString=02.44, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930328, subwayLine=BD, stationId=JNE2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=4.511803541795667, timeString=04.51, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930329, subwayLine=BD, stationId=JNE2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=11.235250164705883, timeString=11.24, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930330, subwayLine=BD, stationId=OML2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=4.038891715170279, timeString=04.04, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930331, subwayLine=BD, stationId=OML2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=6.115472767801858, timeString=06.12, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930332, subwayLine=BD, stationId=OML2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=12.838919390712075, timeString=12.84, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930333, subwayLine=BD, stationId=RYK2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=6.45614480247678, timeString=06.46, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930334, subwayLine=BD, stationId=RYK2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=8.53272585510836, timeString=08.53, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930335, subwayLine=BD, stationId=RYK2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=15.256172478018577, timeString=15.26, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930336, subwayLine=BD, stationId=ISL2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=8.68363865758514, timeString=08.68, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930337, subwayLine=BD, stationId=ISL2, trainId=213, trainMessage=Arriving, trainDirection=West, timeInt=10.76021971021672, timeString=10.76, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930338, subwayLine=BD, stationId=ISL2, trainId=214, trainMessage=Arriving, trainDirection=West, timeInt=17.483666333126937, timeString=17.48, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930339, subwayLine=BD, stationId=KIP2, trainId=209, trainMessage=Delayed, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930340, subwayLine=BD, stationId=KIP2, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=2.0933984842105264, timeString=02.09, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930341, subwayLine=BD, stationId=KIP2, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.032037141795664, timeString=11.03, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930342, subwayLine=BD, stationId=KIP1, trainId=210, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930343, subwayLine=BD, stationId=KIP1, trainId=211, trainMessage=Arriving, trainDirection=West, timeInt=2.0933984842105264, timeString=02.09, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930344, subwayLine=BD, stationId=KIP1, trainId=212, trainMessage=Arriving, trainDirection=West, timeInt=11.032037141795664, timeString=11.03, trainDestination=KIP2, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930345, subwayLine=BD, stationId=RYK1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=0.9989154724458206, timeString=01.00, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930346, subwayLine=BD, stationId=OML1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=3.417901107120743, timeString=03.42, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930347, subwayLine=BD, stationId=JNE1, trainId=207, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930348, subwayLine=BD, stationId=JNE1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=5.013643645820434, timeString=05.01, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930349, subwayLine=BD, stationId=RUN1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=1.1299364210526317, timeString=01.13, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930350, subwayLine=BD, stationId=RUN1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=6.143580066873065, timeString=06.14, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930351, subwayLine=BD, stationId=HPK1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=2.3548232321981426, timeString=02.35, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930352, subwayLine=BD, stationId=HPK1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=7.368466878018577, timeString=07.37, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930353, subwayLine=BD, stationId=KEL1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=3.596978897832818, timeString=03.60, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930354, subwayLine=BD, stationId=KEL1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=8.610622543653252, timeString=08.61, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930355, subwayLine=BD, stationId=DNW1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=4.54712106501548, timeString=04.55, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930356, subwayLine=BD, stationId=DNW1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=9.560764710835914, timeString=09.56, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930357, subwayLine=BD, stationId=LAN1, trainId=206, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930358, subwayLine=BD, stationId=LAN1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=5.968476482972138, timeString=05.97, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930359, subwayLine=BD, stationId=LAN1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=10.982120128792571, timeString=10.98, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930360, subwayLine=BD, stationId=DUF1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=0.8795097213622292, timeString=00.88, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930361, subwayLine=BD, stationId=DUF1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=6.847986204334365, timeString=06.85, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930362, subwayLine=BD, stationId=DUF1, trainId=208, trainMessage=Arriving, trainDirection=East, timeInt=11.8616298501548, timeString=11.86, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930363, subwayLine=BD, stationId=OSS1, trainId=205, trainMessage=AtStation, trainDirection=East, timeInt=0.0, timeString=00.00, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930364, subwayLine=BD, stationId=OSS1, trainId=206, trainMessage=Arriving, trainDirection=East, timeInt=2.1293089783281736, timeString=02.13, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930365, subwayLine=BD, stationId=OSS1, trainId=207, trainMessage=Arriving, trainDirection=East, timeInt=8.09778546130031, timeString=08.10, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
NTASData [id=16593930366, subwayLine=BD, stationId=CHR1, trainId=205, trainMessage=Arriving, trainDirection=East, timeInt=1.2334759430340558, timeString=01.23, trainDestination=KEN1, createDate=Sun Sep 17 11:19:02 EDT 2017, systemMessageType=Normal]
