NTASData [id=16593125142, subwayLine=BD, stationId=WAR2, trainId=207, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125143, subwayLine=BD, stationId=VPK2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=3.948100235294118, timeString=03.95, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125144, subwayLine=BD, stationId=MST2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=0.5826115170278638, timeString=00.58, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125145, subwayLine=BD, stationId=MST2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=6.187603021671828, timeString=06.19, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125146, subwayLine=BD, stationId=WDB2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=2.316504891640867, timeString=02.32, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125147, subwayLine=BD, stationId=WDB2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=7.921496396284831, timeString=07.92, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125148, subwayLine=BD, stationId=COX2, trainId=205, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125149, subwayLine=BD, stationId=COX2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=3.623772631578948, timeString=03.62, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125150, subwayLine=BD, stationId=COX2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=9.228764136222912, timeString=09.23, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125151, subwayLine=BD, stationId=GWD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=0.9429232198142415, timeString=00.94, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125152, subwayLine=BD, stationId=GWD2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=4.566695851393189, timeString=04.57, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125153, subwayLine=BD, stationId=GWD2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=10.171687356037154, timeString=10.17, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125154, subwayLine=BD, stationId=DON2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=2.134404705882353, timeString=02.13, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125155, subwayLine=BD, stationId=DON2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=5.7581773374613014, timeString=05.76, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125156, subwayLine=BD, stationId=DON2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=11.363168842105264, timeString=11.36, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125157, subwayLine=BD, stationId=PAP2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=3.064871702786378, timeString=03.06, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125158, subwayLine=BD, stationId=PAP2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=6.688644334365327, timeString=06.69, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125159, subwayLine=BD, stationId=PAP2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=12.29363583900929, timeString=12.29, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125160, subwayLine=BD, stationId=CHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=4.092440619195047, timeString=04.09, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125161, subwayLine=BD, stationId=CHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=7.716213250773995, timeString=07.72, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125162, subwayLine=BD, stationId=CHE2, trainId=207, trainMessage=Arriving, trainDirection=West, timeInt=13.321204755417957, timeString=13.32, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125163, subwayLine=BD, stationId=BRD2, trainId=204, trainMessage=AtStation, trainDirection=West, timeInt=0.0, timeString=00.00, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125164, subwayLine=BD, stationId=BRD2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=5.170496871826626, timeString=05.17, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125165, subwayLine=BD, stationId=BRD2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=8.794269503405575, timeString=08.79, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125166, subwayLine=BD, stationId=CFK2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=1.3638869349845204, timeString=01.36, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125167, subwayLine=BD, stationId=CFK2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=6.534383806811146, timeString=06.53, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125168, subwayLine=BD, stationId=CFK2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=10.158156438390094, timeString=10.16, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125169, subwayLine=BD, stationId=SHE2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=2.326626873065016, timeString=02.33, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125170, subwayLine=BD, stationId=SHE2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=7.497123744891642, timeString=07.50, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125171, subwayLine=BD, stationId=SHE2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=11.120896376470588, timeString=11.12, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125172, subwayLine=BD, stationId=YNG2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=3.6840026006191957, timeString=03.68, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125173, subwayLine=BD, stationId=YNG2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=8.854499472445822, timeString=08.85, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125174, subwayLine=BD, stationId=YNG2, trainId=206, trainMessage=Arriving, trainDirection=West, timeInt=12.478272104024768, timeString=12.48, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125175, subwayLine=BD, stationId=BAU2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=0.5354760371517028, timeString=00.54, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125176, subwayLine=BD, stationId=BAU2, trainId=204, trainMessage=Arriving, trainDirection=West, timeInt=4.474478637770899, timeString=04.47, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125177, subwayLine=BD, stationId=BAU2, trainId=205, trainMessage=Arriving, trainDirection=West, timeInt=9.644975509597524, timeString=09.64, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
NTASData [id=16593125178, subwayLine=BD, stationId=SGL2, trainId=203, trainMessage=Arriving, trainDirection=West, timeInt=1.663544024767802, timeString=01.66, trainDestination=KIP2, createDate=Sun Sep 17 10:19:31 EDT 2017, systemMessageType=Normal]
