NTASData [id=16593233314, subwayLine=YUS, stationId=MUS1, trainId=108, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233330, subwayLine=YUS, stationId=WEL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=1.5295155555555553, timeString=01.53, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233331, subwayLine=YUS, stationId=WEL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.539048888888889, timeString=02.54, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233332, subwayLine=YUS, stationId=WEL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=3.6328133333333334, timeString=03.63, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233333, subwayLine=YUS, stationId=BLO1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=2.483862222222222, timeString=02.48, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233334, subwayLine=YUS, stationId=BLO1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=3.493395555555556, timeString=03.49, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233335, subwayLine=YUS, stationId=BLO1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=4.58716, timeString=04.59, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233336, subwayLine=YUS, stationId=ROS1, trainId=104, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233337, subwayLine=YUS, stationId=ROS1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=3.8124355555555556, timeString=03.81, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233338, subwayLine=YUS, stationId=ROS1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=4.82196888888889, timeString=04.82, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233339, subwayLine=YUS, stationId=SUM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=1.0294177777777778, timeString=01.03, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233340, subwayLine=YUS, stationId=SUM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=4.841853333333333, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233341, subwayLine=YUS, stationId=SUM1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=5.8513866666666665, timeString=05.85, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233342, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=1.15316, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233343, subwayLine=YUS, stationId=STC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=2.437577777777778, timeString=02.44, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233344, subwayLine=YUS, stationId=STC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=6.250013333333333, timeString=06.25, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233345, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.1855955555555555, timeString=03.19, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233346, subwayLine=YUS, stationId=DAV1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=4.470013333333333, timeString=04.47, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233347, subwayLine=YUS, stationId=DAV1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.28244888888889, timeString=08.28, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233348, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.799777777777778, timeString=04.80, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233349, subwayLine=YUS, stationId=EGL1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=6.0841955555555565, timeString=06.08, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233350, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=9.896631111111112, timeString=09.90, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233351, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=9.091684444444445, timeString=09.09, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233352, subwayLine=YUS, stationId=LAW1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=10.376102222222222, timeString=10.38, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233353, subwayLine=YUS, stationId=LAW1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=14.188537777777777, timeString=14.19, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233354, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.6726444444444444, timeString=02.67, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233355, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=12.606351111111112, timeString=12.61, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233356, subwayLine=YUS, stationId=YKM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=13.890768888888887, timeString=13.89, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233357, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=6.258995555555556, timeString=06.26, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233358, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=16.192702222222223, timeString=16.19, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233359, subwayLine=YUS, stationId=SHP1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=17.47712, timeString=17.48, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233360, subwayLine=YUS, stationId=NYC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.23424444444444445, timeString=00.23, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233361, subwayLine=YUS, stationId=NYC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=7.720213333333333, timeString=07.72, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233362, subwayLine=YUS, stationId=NYC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=17.653920000000003, timeString=17.65, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233363, subwayLine=YUS, stationId=FIN1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.8412844444444443, timeString=02.84, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233364, subwayLine=YUS, stationId=FIN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.327253333333333, timeString=10.33, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233365, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=20.26096, timeString=20.26, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233366, subwayLine=YUS, stationId=FIN2, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.8412844444444443, timeString=02.84, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233367, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.327253333333333, timeString=10.33, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233368, subwayLine=YUS, stationId=FIN2, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=20.26096, timeString=20.26, trainDestination=FIN1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233369, subwayLine=YUS, stationId=NYC2, trainId=126, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233370, subwayLine=YUS, stationId=SHP2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.4606533333333336, timeString=01.46, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233371, subwayLine=YUS, stationId=YKM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.04136, timeString=05.04, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233372, subwayLine=YUS, stationId=LAW2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.554333333333332, timeString=08.55, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233373, subwayLine=YUS, stationId=EGL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.4101777777777778, timeString=02.41, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233374, subwayLine=YUS, stationId=EGL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.837208888888886, timeString=12.84, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233375, subwayLine=YUS, stationId=DAV2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.019844444444445, timeString=04.02, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233376, subwayLine=YUS, stationId=DAV2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.446875555555556, timeString=14.45, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233377, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.3620044444444444, timeString=01.36, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233378, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.059053333333333, timeString=06.06, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233379, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=16.486084444444444, timeString=16.49, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233380, subwayLine=YUS, stationId=SUM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.7662133333333334, timeString=02.77, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233381, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=7.463262222222222, timeString=07.46, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233382, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=17.890293333333332, timeString=17.89, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233383, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.784906666666666, timeString=03.78, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233384, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=8.481955555555556, timeString=08.48, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233385, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=18.908986666666664, timeString=18.91, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233386, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.112915555555555, timeString=05.11, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233387, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=9.809964444444445, timeString=09.81, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233388, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=20.236995555555552, timeString=20.24, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233389, subwayLine=YUS, stationId=WEL2, trainId=123, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233390, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.067262222222222, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233391, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.76431111111111, timeString=10.76, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233392, subwayLine=YUS, stationId=COL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.9295111111111111, timeString=00.93, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233393, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.9967733333333335, timeString=07.00, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233394, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=11.69382222222222, timeString=11.69, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233395, subwayLine=YUS, stationId=DUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.7963688888888891, timeString=01.80, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233396, subwayLine=YUS, stationId=DUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.863631111111111, timeString=07.86, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233397, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=12.56068, timeString=12.56, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233398, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=2.55316, timeString=02.55, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233399, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.620422222222222, timeString=08.62, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233400, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=13.31747111111111, timeString=13.32, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233401, subwayLine=YUS, stationId=KNG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.378813333333334, timeString=03.38, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233402, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.446075555555556, timeString=09.45, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233403, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.143124444444442, timeString=14.14, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233404, subwayLine=YUS, stationId=UNI2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=4.185840000000001, timeString=04.19, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233405, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.253102222222223, timeString=10.25, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233406, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.95015111111111, timeString=14.95, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233407, subwayLine=YUS, stationId=STA2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.112528888888889, timeString=05.11, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233408, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=11.17979111111111, timeString=11.18, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233409, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=15.876839999999998, timeString=15.88, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233410, subwayLine=YUS, stationId=OSG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.807795555555556, timeString=05.81, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233411, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=11.875057777777776, timeString=11.88, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233412, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=16.572106666666663, timeString=16.57, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233413, subwayLine=YUS, stationId=STP2, trainId=122, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233414, subwayLine=YUS, stationId=STP2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=6.561764444444444, timeString=06.56, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233415, subwayLine=YUS, stationId=STP2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=12.629026666666665, timeString=12.63, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233416, subwayLine=YUS, stationId=QPK2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=1.1423066666666668, timeString=01.14, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233417, subwayLine=YUS, stationId=QPK2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=7.70407111111111, timeString=07.70, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233418, subwayLine=YUS, stationId=QPK2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=13.771333333333331, timeString=13.77, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233419, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233420, subwayLine=YUS, stationId=MUS2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=1.0075333333333334, timeString=01.01, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
NTASData [id=16593233421, subwayLine=YUS, stationId=MUS2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=2.40484, timeString=02.40, trainDestination=MUS2, createDate=Sun Sep 17 10:26:57 EDT 2017, systemMessageType=Normal]
