NTASData [id=16594340897, subwayLine=YUS, stationId=OSG2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=0.19924888888888886, timeString=00.20, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340908, subwayLine=YUS, stationId=MUS2, trainId=110, trainMessage=Delayed, trainDirection=South, timeInt=4.780764444444444, timeString=04.78, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340909, subwayLine=YUS, stationId=SGU2, trainId=108, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340910, subwayLine=YUS, stationId=SGU2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=3.5643622222222224, timeString=03.56, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340911, subwayLine=YUS, stationId=SGU2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=4.51758, timeString=04.52, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340912, subwayLine=YUS, stationId=SPA2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=1.1677066666666667, timeString=01.17, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340913, subwayLine=YUS, stationId=SPA2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=4.7320688888888895, timeString=04.73, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340914, subwayLine=YUS, stationId=SPA2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=5.685286666666666, timeString=05.69, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340915, subwayLine=YUS, stationId=DUP2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=2.1655155555555554, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340916, subwayLine=YUS, stationId=DUP2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=5.729877777777778, timeString=05.73, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340917, subwayLine=YUS, stationId=DUP2, trainId=94, trainMessage=Arriving, trainDirection=South, timeInt=6.683095555555555, timeString=06.68, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340918, subwayLine=YUS, stationId=SCW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=1.366648148148148, timeString=01.37, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340919, subwayLine=YUS, stationId=SCW2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=4.790053333333333, timeString=04.79, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340920, subwayLine=YUS, stationId=SCW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=8.354415555555555, timeString=08.35, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340921, subwayLine=YUS, stationId=EGW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=6.179819259259259, timeString=06.18, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340922, subwayLine=YUS, stationId=EGW2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=9.603224444444445, timeString=09.60, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340923, subwayLine=YUS, stationId=EGW2, trainId=109, trainMessage=Arriving, trainDirection=South, timeInt=13.167586666666667, timeString=13.17, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340924, subwayLine=YUS, stationId=GCN2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=1.337537037037037, timeString=01.34, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340925, subwayLine=YUS, stationId=GCN2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=7.999459259259259, timeString=08.00, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340926, subwayLine=YUS, stationId=GCN2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=11.422864444444444, timeString=11.42, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340927, subwayLine=YUS, stationId=LWW2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=2.7016703703703704, timeString=02.70, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340928, subwayLine=YUS, stationId=LWW2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=9.363592592592592, timeString=09.36, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340929, subwayLine=YUS, stationId=LWW2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=12.786997777777778, timeString=12.79, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340930, subwayLine=YUS, stationId=YKD2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=4.727897037037037, timeString=04.73, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340931, subwayLine=YUS, stationId=YKD2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=11.389819259259259, timeString=11.39, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340932, subwayLine=YUS, stationId=YKD2, trainId=108, trainMessage=Arriving, trainDirection=South, timeInt=14.813224444444446, timeString=14.81, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340933, subwayLine=YUS, stationId=WIL2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=1.23952, timeString=01.24, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340934, subwayLine=YUS, stationId=WIL2, trainId=5, trainMessage=Arriving, trainDirection=South, timeInt=6.74735037037037, timeString=06.75, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340935, subwayLine=YUS, stationId=WIL2, trainId=93, trainMessage=Arriving, trainDirection=South, timeInt=13.409272592592593, timeString=13.41, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340936, subwayLine=YUS, stationId=SHW2, trainId=126, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340937, subwayLine=YUS, stationId=SHW2, trainId=104, trainMessage=Delayed, trainDirection=South, timeInt=3.0164814814814815, timeString=03.02, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340938, subwayLine=YUS, stationId=SHW2, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.0907977777777775, timeString=05.09, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340939, subwayLine=YUS, stationId=SHW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340940, subwayLine=YUS, stationId=SHW1, trainId=104, trainMessage=Delayed, trainDirection=South, timeInt=3.0164814814814815, timeString=03.02, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340941, subwayLine=YUS, stationId=SHW1, trainId=106, trainMessage=Arriving, trainDirection=South, timeInt=5.0907977777777775, timeString=05.09, trainDestination=SHW2, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340942, subwayLine=YUS, stationId=WIL1, trainId=124, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340943, subwayLine=YUS, stationId=WIL1, trainId=125, trainMessage=Arriving, trainDirection=North, timeInt=0.8368688, timeString=00.84, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340944, subwayLine=YUS, stationId=WIL1, trainId=532, trainMessage=Delayed, trainDirection=North, timeInt=2.7868502814814815, timeString=02.79, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340945, subwayLine=YUS, stationId=YKD1, trainId=122, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340946, subwayLine=YUS, stationId=YKD1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=1.0103555555555555, timeString=01.01, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340947, subwayLine=YUS, stationId=YKD1, trainId=124, trainMessage=Arriving, trainDirection=North, timeInt=2.015502222222222, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340948, subwayLine=YUS, stationId=LWW1, trainId=120, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340949, subwayLine=YUS, stationId=LWW1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=2.0183244444444446, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340950, subwayLine=YUS, stationId=LWW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=3.02868, timeString=03.03, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340951, subwayLine=YUS, stationId=GCN1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=1.358488888888889, timeString=01.36, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340952, subwayLine=YUS, stationId=GCN1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=3.3768133333333337, timeString=03.38, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340953, subwayLine=YUS, stationId=GCN1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=4.38716888888889, timeString=04.39, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340954, subwayLine=YUS, stationId=EGW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=3.1786933333333334, timeString=03.18, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340955, subwayLine=YUS, stationId=EGW1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=5.197017777777778, timeString=05.20, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340956, subwayLine=YUS, stationId=EGW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=6.207373333333333, timeString=06.21, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340957, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=7.878128888888888, timeString=07.88, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340958, subwayLine=YUS, stationId=SCW1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=9.896453333333332, timeString=09.90, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340959, subwayLine=YUS, stationId=SCW1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=10.906808888888888, timeString=10.91, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340960, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=10.502666666666665, timeString=10.50, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340961, subwayLine=YUS, stationId=DUP1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=12.52099111111111, timeString=12.52, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340962, subwayLine=YUS, stationId=DUP1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=13.531346666666666, timeString=13.53, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340963, subwayLine=YUS, stationId=SPA1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=11.503297777777778, timeString=11.50, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340964, subwayLine=YUS, stationId=SPA1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=13.521622222222222, timeString=13.52, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340965, subwayLine=YUS, stationId=SPA1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=14.531977777777776, timeString=14.53, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340966, subwayLine=YUS, stationId=SGU1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=12.632904444444442, timeString=12.63, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340967, subwayLine=YUS, stationId=SGU1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=14.651228888888888, timeString=14.65, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340968, subwayLine=YUS, stationId=SGU1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=15.661584444444443, timeString=15.66, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340969, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=13.83490111111111, timeString=13.83, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340970, subwayLine=YUS, stationId=MUS1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=15.853225555555554, timeString=15.85, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340971, subwayLine=YUS, stationId=MUS1, trainId=123, trainMessage=Arriving, trainDirection=North, timeInt=16.86358111111111, timeString=16.86, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340972, subwayLine=YUS, stationId=QPK1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=0.4679244444444445, timeString=00.47, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340973, subwayLine=YUS, stationId=QPK1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=15.097434444444442, timeString=15.10, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340974, subwayLine=YUS, stationId=QPK1, trainId=122, trainMessage=Arriving, trainDirection=North, timeInt=17.115758888888887, timeString=17.12, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340975, subwayLine=YUS, stationId=STP1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=0.4871155555555555, timeString=00.49, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340976, subwayLine=YUS, stationId=STP1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=1.6186977777777778, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340977, subwayLine=YUS, stationId=STP1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=16.248207777777775, timeString=16.25, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340978, subwayLine=YUS, stationId=OSG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.2382622222222222, timeString=01.24, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340979, subwayLine=YUS, stationId=OSG1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=2.3698444444444444, timeString=02.37, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340980, subwayLine=YUS, stationId=OSG1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=16.999354444444442, timeString=17.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340981, subwayLine=YUS, stationId=STA1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.0721000000000003, timeString=02.07, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340982, subwayLine=YUS, stationId=STA1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=3.2036822222222225, timeString=03.20, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340983, subwayLine=YUS, stationId=STA1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=17.83319222222222, timeString=17.83, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340984, subwayLine=YUS, stationId=UNI1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.979033333333333, timeString=02.98, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340985, subwayLine=YUS, stationId=UNI1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=4.110615555555556, timeString=04.11, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340986, subwayLine=YUS, stationId=UNI1, trainId=120, trainMessage=Arriving, trainDirection=North, timeInt=18.740125555555554, timeString=18.74, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340987, subwayLine=YUS, stationId=KNG1, trainId=121, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340988, subwayLine=YUS, stationId=KNG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.7739244444444444, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340989, subwayLine=YUS, stationId=KNG1, trainId=10, trainMessage=Arriving, trainDirection=North, timeInt=4.905506666666668, timeString=04.91, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340990, subwayLine=YUS, stationId=QUN1, trainId=119, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340991, subwayLine=YUS, stationId=QUN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=0.8256533333333334, timeString=00.83, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340992, subwayLine=YUS, stationId=QUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=4.599577777777778, timeString=04.60, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340993, subwayLine=YUS, stationId=DUN1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=0.7545333333333333, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340994, subwayLine=YUS, stationId=DUN1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=1.5801866666666666, timeString=01.58, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340995, subwayLine=YUS, stationId=DUN1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=5.354111111111111, timeString=05.35, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340996, subwayLine=YUS, stationId=COL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=1.6213911111111112, timeString=01.62, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340997, subwayLine=YUS, stationId=COL1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=2.447044444444445, timeString=02.45, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340998, subwayLine=YUS, stationId=COL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=6.220968888888889, timeString=06.22, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594340999, subwayLine=YUS, stationId=WEL1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=2.539048888888889, timeString=02.54, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341000, subwayLine=YUS, stationId=WEL1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=3.3647022222222223, timeString=03.36, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341001, subwayLine=YUS, stationId=WEL1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=7.138626666666667, timeString=07.14, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341002, subwayLine=YUS, stationId=BLO1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=3.493395555555556, timeString=03.49, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341003, subwayLine=YUS, stationId=BLO1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=4.319048888888888, timeString=04.32, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341004, subwayLine=YUS, stationId=BLO1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=8.092973333333333, timeString=08.09, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341005, subwayLine=YUS, stationId=ROS1, trainId=119, trainMessage=Arriving, trainDirection=North, timeInt=4.82196888888889, timeString=04.82, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
NTASData [id=16594341006, subwayLine=YUS, stationId=ROS1, trainId=121, trainMessage=Arriving, trainDirection=North, timeInt=5.647622222222223, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 11:49:19 EDT 2017, systemMessageType=Normal]
